file,title,author,licenses,source_page,size_bytes
bulk/beansjam-sad-budi-blues/sad budi Stems Chords.wav,Beansjam Sad Budi Blues,lennartmusic,CC-BY 3.0; CC-BY 4.0; CC-BY-SA 3.0; CC-BY-SA 4.0; CC0; GPL 2.0; GPL 3.0; OGA-BY 3.0,https://opengameart.org/content/beansjam-sad-budi-blues,9676844
bulk/beansjam-sad-budi-blues/sad budi Stems Loop.wav,Beansjam Sad Budi Blues,lennartmusic,CC-BY 3.0; CC-BY 4.0; CC-BY-SA 3.0; CC-BY-SA 4.0; CC0; GPL 2.0; GPL 3.0; OGA-BY 3.0,https://opengameart.org/content/beansjam-sad-budi-blues,9676844
bulk/beansjam-sad-budi-blues/sad budi Stems 5ths.wav,Beansjam Sad Budi Blues,lennartmusic,CC-BY 3.0; CC-BY 4.0; CC-BY-SA 3.0; CC-BY-SA 4.0; CC0; GPL 2.0; GPL 3.0; OGA-BY 3.0,https://opengameart.org/content/beansjam-sad-budi-blues,9676844
bulk/energetic-electro-tune/mixdown.ogg,Energetic Electro Tune,TinyWorlds,CC0,https://opengameart.org/content/energetic-electro-tune,2091476
bulk/mystery-forest/Mystery Forest.mp3,Mystery Forest,Alexandr Zhelanov,CC-BY 3.0,https://opengameart.org/content/mystery-forest,9287424
bulk/the-final-boss/the final boss.ogg,"""The Final Boss""",Spring Spring,CC-BY 3.0; CC-BY-SA 3.0; OGA-BY 3.0,https://opengameart.org/content/the-final-boss,2080931
bulk/exploration/exploration_0.mp3,Exploration,tcarisland,CC-BY 4.0,https://opengameart.org/content/exploration,5070109
bulk/a-regular-battle/regular battle.mp3,A Regular Battle,Telaron,CC-BY 3.0,https://opengameart.org/content/a-regular-battle,1915214
bulk/the-adventure-begins-8-bit-remix/The Adventure Begins 8-bit remix.ogg,The Adventure Begins 8-bit Remix,bart,CC-BY 3.0; CC0,https://opengameart.org/content/the-adventure-begins-8-bit-remix,1795404
bulk/mystery-forest/Mystery Forest.ogg,Mystery Forest,Alexandr Zhelanov,CC-BY 3.0,https://opengameart.org/content/mystery-forest,13159997
bulk/mystery-6/mystery6_0.ogg,Mystery 6,Tozan,CC0,https://opengameart.org/content/mystery-6,730248
bulk/punk-hardcore/Flesh and Blood_0.mp3,Punk (Hardcore),Pro Sensory,CC0,https://opengameart.org/content/punk-hardcore,881809
"bulk/polyverse-title/Title - 8:31:14, 11.01 PM.mp3",Polyverse Title,Botanic,CC-BY 3.0; OGA-BY 3.0,https://opengameart.org/content/polyverse-title,2145719
bulk/besai-crystal-last-zone/besailastz_0.ogg,Besai Crystal Last zone,Tozan,CC0,https://opengameart.org/content/besai-crystal-last-zone,2081918
bulk/victory-2/Victory!.wav,Victory!,jkfite01,CC-BY 3.0,https://opengameart.org/content/victory-2,1355488
bulk/quirky-jazz/quirky_jazz_0.mp3,Quirky Jazz,Spring Spring,CC0; OGA-BY 3.0,https://opengameart.org/content/quirky-jazz,11816874
bulk/80s-synth-wave/synth_wave_1980s_0.mp3,80's Synth Wave,Pro Sensory,CC0,https://opengameart.org/content/80s-synth-wave,4993611
bulk/stiffened-village-0/stiffened village_4.ogg,Stiffened Village,Spring Spring,CC-BY 3.0; CC-BY-SA 3.0,https://opengameart.org/content/stiffened-village-0,2591691
bulk/very-simple-pleasant-catchy-trying-to-use-chord-progressions/pcp_0.ogg,"Very Simple, Pleasant, Catchy, Trying To Use Chord Progressions",Spring Spring,CC-BY 3.0; CC-BY 4.0; CC-BY-SA 3.0; CC-BY-SA 4.0; OGA-BY 3.0,https://opengameart.org/content/very-simple-pleasant-catchy-trying-to-use-chord-progressions,4773247
bulk/asian-mystery/asian mystery_0.ogg,Asian Mystery,Spring Spring,CC-BY 3.0; CC-BY-SA 3.0,https://opengameart.org/content/asian-mystery,3111078
bulk/skulls-adventure-music/skulls_adventure_0.mp3,Skulls adventure music,Mopz,CC0,https://opengameart.org/content/skulls-adventure-music,1966498
bulk/sky-trance/sky_trance_bpm140_0.ogg,Sky Trance,MintoDog,CC0,https://opengameart.org/content/sky-trance,3743797
bulk/electronic-friends/Electronic Friends Remix 6_0.mp3,Electronic Friends,Mega Pixel Music Lab,CC-BY 3.0; CC-BY-SA 3.0; GPL 2.0; GPL 3.0,https://opengameart.org/content/electronic-friends,5184415
bulk/holocaust-electro-rock-loop/POL-holocaust-short.wav,Holocaust - Electro Rock Loop,PlayOnLoop,CC-BY 3.0,https://opengameart.org/content/holocaust-electro-rock-loop,699844
bulk/hyoshi-shopping-complez-fish-shop/Hyositropical_0.ogg,Hyoshi Shopping Complez Fish Shop,Tozan,CC0,https://opengameart.org/content/hyoshi-shopping-complez-fish-shop,273431
bulk/eyeless-retrowave/eyeless.flac,Eyeless (Retrowave),Never Sleep,CC-BY 3.0; CC-BY 4.0; CC0,https://opengameart.org/content/eyeless-retrowave,18982326
bulk/bouncy-hamster-dancing-menu-music/AlexBouncyMaster.wav,Bouncy Hamster Dancing (Menu Music?),cynicmusic,CC0,https://opengameart.org/content/bouncy-hamster-dancing-menu-music,11464192
bulk/sky-trance/sky_trance_bpm140.flac,Sky Trance,MintoDog,CC0,https://opengameart.org/content/sky-trance,15076870
bulk/defeat-alien-supercomputer/DAS_0.ogg,Defeat Alien Supercomputer,Spring Spring,CC0,https://opengameart.org/content/defeat-alien-supercomputer,3917398
bulk/neon-transit/Neon Transit.mp3,Neon Transit,Alexandr Zhelanov,CC-BY 3.0,https://opengameart.org/content/neon-transit,10437912
bulk/the-good-fight/The Good Fight (w intro).mp3,The Good Fight,Christovix,CC-BY 3.0; CC-BY-SA 3.0,https://opengameart.org/content/the-good-fight,1288985
bulk/the-good-fight/The Good Fight (just intro)_0.mp3,The Good Fight,Christovix,CC-BY 3.0; CC-BY-SA 3.0,https://opengameart.org/content/the-good-fight,73141
bulk/the-good-fight/The Good Fight (just intro)_0.ogg,The Good Fight,Christovix,CC-BY 3.0; CC-BY-SA 3.0,https://opengameart.org/content/the-good-fight,79215
bulk/neon-transit/Neon Transit (With Guitar).ogg,Neon Transit,Alexandr Zhelanov,CC-BY 3.0,https://opengameart.org/content/neon-transit,14792405
bulk/the-good-fight/The Good Fight (just intro).flac,The Good Fight,Christovix,CC-BY 3.0; CC-BY-SA 3.0,https://opengameart.org/content/the-good-fight,248308
bulk/the-good-fight/The Good Fight (w intro).ogg,The Good Fight,Christovix,CC-BY 3.0; CC-BY-SA 3.0,https://opengameart.org/content/the-good-fight,1257363
bulk/neon-transit/Neon Transit (With Guitar)_0.mp3,Neon Transit,Alexandr Zhelanov,CC-BY 3.0,https://opengameart.org/content/neon-transit,10437912
bulk/neon-transit/Neon Transit.ogg,Neon Transit,Alexandr Zhelanov,CC-BY 3.0,https://opengameart.org/content/neon-transit,15038185
bulk/the-good-fight/The Good Fight (no intro)_0.mp3,The Good Fight,Christovix,CC-BY 3.0; CC-BY-SA 3.0,https://opengameart.org/content/the-good-fight,1201213
bulk/the-good-fight/The Good Fight (no intro)_0.ogg,The Good Fight,Christovix,CC-BY 3.0; CC-BY-SA 3.0,https://opengameart.org/content/the-good-fight,1181744
bulk/happy-accident/megapixelmusic+happyaccident_0.mp3,Happy Accident,Mega Pixel Music Lab,CC-BY 3.0; CC-BY-SA 3.0; GPL 2.0; GPL 3.0,https://opengameart.org/content/happy-accident,3750934
bulk/the-good-fight/The Good Fight (no intro).flac,The Good Fight,Christovix,CC-BY 3.0; CC-BY-SA 3.0,https://opengameart.org/content/the-good-fight,4481426
bulk/intro-sequence/INTRO.flac,Intro Sequence,jdagenet,CC-BY 3.0,https://opengameart.org/content/intro-sequence,5676823
bulk/happy-accident/Happy Accident Advanced Loop With Intro.mp3,Happy Accident,Mega Pixel Music Lab,CC-BY 3.0; CC-BY-SA 3.0; GPL 2.0; GPL 3.0,https://opengameart.org/content/happy-accident,2013207
bulk/happy-accident/Happy Accident Simple Short Loop.mp3,Happy Accident,Mega Pixel Music Lab,CC-BY 3.0; CC-BY-SA 3.0; GPL 2.0; GPL 3.0,https://opengameart.org/content/happy-accident,572341
bulk/happy-accident/Happy Accident Advanced Loop.mp3,Happy Accident,Mega Pixel Music Lab,CC-BY 3.0; CC-BY-SA 3.0; GPL 2.0; GPL 3.0,https://opengameart.org/content/happy-accident,2695705
bulk/happy-accident/Happy Accident Simple Long Loop.mp3,Happy Accident,Mega Pixel Music Lab,CC-BY 3.0; CC-BY-SA 3.0; GPL 2.0; GPL 3.0,https://opengameart.org/content/happy-accident,3051281
bulk/goofy-attitude/goofy_attitude_0.ogg,Goofy Attitude!,SkyleTheFrench,CC0,https://opengameart.org/content/goofy-attitude,5577549
bulk/goofy-attitude/goofy_attitude.mp3,Goofy Attitude!,SkyleTheFrench,CC0,https://opengameart.org/content/goofy-attitude,4034407
bulk/sci-fi-puzzle-stage-select/sci-fi_puzzle_stage_select_bpm105.mp3,Sci-fi Puzzle Stage Select,MintoDog,CC0,https://opengameart.org/content/sci-fi-puzzle-stage-select,2562222
bulk/synth-wave/Synth Wave_0.mp3,Synth Wave,Pro Sensory,CC0,https://opengameart.org/content/synth-wave,7682216
bulk/sci-fi-puzzle-stage-select/sci-fi_puzzle_stage_select_bpm105_0.ogg,Sci-fi Puzzle Stage Select,MintoDog,CC0,https://opengameart.org/content/sci-fi-puzzle-stage-select,2222175
bulk/melancholy-piano-bgm/112416melancholypianobgm_0.ogg,melancholy piano bgm,syncopika,CC-BY 3.0,https://opengameart.org/content/melancholy-piano-bgm,859603
bulk/melancholy-piano-bgm/112416melancholypianobgm2_0.ogg,melancholy piano bgm,syncopika,CC-BY 3.0,https://opengameart.org/content/melancholy-piano-bgm,746287
bulk/crate-punks-ost/cratePunksOST_5.mp3,Crate Punks OST,Shuhei Yasuda,CC0,https://opengameart.org/content/crate-punks-ost,22124859
bulk/calm-ambient-2-synthwave-15k/002_Synthwave_15k.mp3,Calm Ambient 2 (Synthwave 15k),cynicmusic,CC0,https://opengameart.org/content/calm-ambient-2-synthwave-15k,8328872
bulk/medieval-victory-theme/victory_0.mp3,Medieval: Victory Theme,RandomMind,CC0,https://opengameart.org/content/medieval-victory-theme,519985
bulk/melancholy-piano-bgm/112416melancholypianobgm.wav,melancholy piano bgm,syncopika,CC-BY 3.0,https://opengameart.org/content/melancholy-piano-bgm,9178844
bulk/melancholy-piano-bgm/112416melancholypianobgm2.wav,melancholy piano bgm,syncopika,CC-BY 3.0,https://opengameart.org/content/melancholy-piano-bgm,7936820
bulk/serenade-guitar/Serenade.wav,Serenade Guitar,Pro Sensory,CC0,https://opengameart.org/content/serenade-guitar,22814532
bulk/rpg-title-1/RPG_Title_1.ogg,RPG Title 1,Hitctrl,CC-BY 3.0,https://opengameart.org/content/rpg-title-1,2784389
bulk/medieval-victory-theme/victory.wav,Medieval: Victory Theme,RandomMind,CC0,https://opengameart.org/content/medieval-victory-theme,11444098
bulk/sleeping-mind-chill-trance/fato_shadow_-_sleeping_mind_0.mp3,"Sleeping Mind (Chill, Trance)",Fato_Shadow_Music,CC-BY 3.0; CC-BY 4.0,https://opengameart.org/content/sleeping-mind-chill-trance,3653779
bulk/rpg-title-1/RPG Title 1.mp3,RPG Title 1,Hitctrl,CC-BY 3.0,https://opengameart.org/content/rpg-title-1,8326709
bulk/the-story-so-far-rpg-title-screen-music/The Story Begins.. - RPG Title Music.ogg,The Story So Far.. - RPG Title Screen Music,Hitctrl,CC-BY 3.0,https://opengameart.org/content/the-story-so-far-rpg-title-screen-music,2311815
bulk/sleeping-mind-chill-trance/fato_shadow_-_sleeping_mind.ogg,"Sleeping Mind (Chill, Trance)",Fato_Shadow_Music,CC-BY 3.0; CC-BY 4.0,https://opengameart.org/content/sleeping-mind-chill-trance,7956560
bulk/byzantine-loop/Avgvst - Byzantine (loop)_0.mp3,Byzantine (loop),AVGVSTA,CC-BY 3.0,https://opengameart.org/content/byzantine-loop,1280000
bulk/byzantine-loop/Avgvst - Byzantine (loop).flac,Byzantine (loop),AVGVSTA,CC-BY 3.0,https://opengameart.org/content/byzantine-loop,3611696
bulk/the-story-so-far-rpg-title-screen-music/The Story Begins... - RPG Title Music.mp3,The Story So Far.. - RPG Title Screen Music,Hitctrl,CC-BY 3.0,https://opengameart.org/content/the-story-so-far-rpg-title-screen-music,7567068
bulk/electronic-device-loop/qubodup-edev.flac,Electronic device loop,qubodup,CC0,https://opengameart.org/content/electronic-device-loop,357155
bulk/heavy-edm/heavy.ogg,Heavy edm,LowSociety,CC0,https://opengameart.org/content/heavy-edm,8023906
bulk/byzantine-loop/Avgvst - Byzantine (loop)_0.ogg,Byzantine (loop),AVGVSTA,CC-BY 3.0,https://opengameart.org/content/byzantine-loop,1894031
bulk/selections-from-bgm-fun-vol7/spring day_0.ogg,Selections from BGM Fun Vol.7,syncopika,CC-BY 3.0,https://opengameart.org/content/selections-from-bgm-fun-vol7,1884642
bulk/selections-from-bgm-fun-vol7/squiggle_0.ogg,Selections from BGM Fun Vol.7,syncopika,CC-BY 3.0,https://opengameart.org/content/selections-from-bgm-fun-vol7,1831473
bulk/dreaming-of-victory/Dreaming of Victory.mp3,Dreaming of Victory,Joth,CC0,https://opengameart.org/content/dreaming-of-victory,2085533
bulk/victory/Victory_0.mp3,Victory,celestialghost8,CC0,https://opengameart.org/content/victory,65152
bulk/selections-from-bgm-fun-vol7/meowx3_0.ogg,Selections from BGM Fun Vol.7,syncopika,CC-BY 3.0,https://opengameart.org/content/selections-from-bgm-fun-vol7,1802790
bulk/bit-forest-intro/bit_forrest_intro_0.flac,Bit Forest intro,bertsz,CC0,https://opengameart.org/content/bit-forest-intro,7378908
bulk/soundscape-synthwave-horror-j60-loop/J60.Loop__0.ogg,Soundscape - Synthwave Horror J60 - Loop,Ellary,CC-BY 4.0,https://opengameart.org/content/soundscape-synthwave-horror-j60-loop,196196
bulk/victory/Victory.wav,Victory,celestialghost8,CC0,https://opengameart.org/content/victory,430460
bulk/sad-piano-0/Sad Piano_3.mp3,Sad Piano,Mega Pixel Music Lab,CC-BY 3.0; CC-BY-SA 3.0; GPL 2.0; GPL 3.0,https://opengameart.org/content/sad-piano-0,8787900
bulk/techno-minutes-psg-version/techno minutesloopPSG.mp3,Techno minutes (PSG Version),Snabisch,CC-BY 3.0,https://opengameart.org/content/techno-minutes-psg-version,902690
bulk/brainpiston/FoxSynergy - Brainpiston_0.mp3,BrainPiston,FoxSynergy,CC-BY 3.0,https://opengameart.org/content/brainpiston,3782855
"bulk/metal-chromatic-electronic/Metal (Chromatic, Electronic)_0.mp3","Metal (Chromatic, Electronic)",Pro Sensory,CC0,https://opengameart.org/content/metal-chromatic-electronic,1341718
bulk/edm-is-not-my-thing/EDM is not my thing.mp3,EDM is not my thing,Snabisch,CC-BY 3.0,https://opengameart.org/content/edm-is-not-my-thing,1682184
bulk/hyperflight-racing/2012_november_fakeAwake04 back to A minor.wav,Hyperflight Racing,cynicmusic,CC0,https://opengameart.org/content/hyperflight-racing,10708972
bulk/battle-in-the-winter/Battle in the winter.mp3,Battle in the winter,jobromedia,CC-BY 3.0; GPL; GPL 3.0; OGA-BY 3.0,https://opengameart.org/content/battle-in-the-winter,10500265
bulk/gt-cave/gt_cave_original_1.mp3,GT Cave,Bobjt,CC0,https://opengameart.org/content/gt-cave,1294022
bulk/fast-cheerful-punk-rock-lo-fi/fastsong_0.ogg,Fast Cheerful punk rock lo-fi,annandistance,CC0,https://opengameart.org/content/fast-cheerful-punk-rock-lo-fi,1188701
bulk/gt-cave/gt_cave_ras_cave_hybrid_2023_0.mp3,GT Cave,Bobjt,CC0,https://opengameart.org/content/gt-cave,1257376
bulk/gt-cave/gt_cave_ras_cave_hybrid_2023_0.ogg,GT Cave,Bobjt,CC0,https://opengameart.org/content/gt-cave,2230352
bulk/games-a-bgm-track/010114gamebgm(games)_0.mp3,"""Games"" - a BGM track",syncopika,CC-BY 3.0,https://opengameart.org/content/games-a-bgm-track,4001313
bulk/world-3-by-distorted-vortex/Distorted Vortex - Start.mp3,World 3 by Distorted Vortex,Distorted Vortex,CC-BY 4.0,https://opengameart.org/content/world-3-by-distorted-vortex,4129482
bulk/games-a-bgm-track/010114gamebgm(games).wav,"""Games"" - a BGM track",syncopika,CC-BY 3.0,https://opengameart.org/content/games-a-bgm-track,17640492
bulk/world-3-by-distorted-vortex/Distorted Vortex - Fusion Blast.mp3,World 3 by Distorted Vortex,Distorted Vortex,CC-BY 4.0,https://opengameart.org/content/world-3-by-distorted-vortex,9678949
bulk/world-3-by-distorted-vortex/Distorted Vortex - The Glitched Internet.mp3,World 3 by Distorted Vortex,Distorted Vortex,CC-BY 4.0,https://opengameart.org/content/world-3-by-distorted-vortex,8537899
bulk/world-3-by-distorted-vortex/Distorted Vortex - Power.mp3,World 3 by Distorted Vortex,Distorted Vortex,CC-BY 4.0,https://opengameart.org/content/world-3-by-distorted-vortex,8103229
bulk/world-3-by-distorted-vortex/Cybernetics.mp3,World 3 by Distorted Vortex,Distorted Vortex,CC-BY 4.0,https://opengameart.org/content/world-3-by-distorted-vortex,9612073
bulk/world-3-by-distorted-vortex/Blood Charge.mp3,World 3 by Distorted Vortex,Distorted Vortex,CC-BY 4.0,https://opengameart.org/content/world-3-by-distorted-vortex,9198328
bulk/world-3-by-distorted-vortex/The End_0.mp3,World 3 by Distorted Vortex,Distorted Vortex,CC-BY 4.0,https://opengameart.org/content/world-3-by-distorted-vortex,3343888
bulk/world-3-by-distorted-vortex/Death and Glory.mp3,World 3 by Distorted Vortex,Distorted Vortex,CC-BY 4.0,https://opengameart.org/content/world-3-by-distorted-vortex,6990944
bulk/world-3-by-distorted-vortex/The Midnight Hour.mp3,World 3 by Distorted Vortex,Distorted Vortex,CC-BY 4.0,https://opengameart.org/content/world-3-by-distorted-vortex,6250649
bulk/world-3-by-distorted-vortex/Chemicals.mp3,World 3 by Distorted Vortex,Distorted Vortex,CC-BY 4.0,https://opengameart.org/content/world-3-by-distorted-vortex,8308038
bulk/world-3-by-distorted-vortex/Distorted Vortex - Dead Memories.mp3,World 3 by Distorted Vortex,Distorted Vortex,CC-BY 4.0,https://opengameart.org/content/world-3-by-distorted-vortex,10300665
bulk/world-3-by-distorted-vortex/Distorted Vortex - Close Call.mp3,World 3 by Distorted Vortex,Distorted Vortex,CC-BY 4.0,https://opengameart.org/content/world-3-by-distorted-vortex,9218145
bulk/punk-sound-2/Opening Menu.wav,Punk Sound 2,bariq18,CC-BY 3.0; CC-BY 4.0; OGA-BY 3.0,https://opengameart.org/content/punk-sound-2,10900510
bulk/dark-ambient-0/Dark-Amb.mp3,Dark Ambient,Alexandr Zhelanov,CC-BY 3.0,https://opengameart.org/content/dark-ambient-0,6716052
bulk/retro-wave-80s-inspired/retrowavy.mp3,Retro Wave | 80s inspired,Patrick Maney,CC-BY 3.0,https://opengameart.org/content/retro-wave-80s-inspired,6760940
bulk/rareware/cubedcanada+rareware_0.mp3,Rareware,symphony,CC0,https://opengameart.org/content/rareware,8516004
bulk/free-rhythm-game-music-pack-1/3_bow_for_me.wav,Free Rhythm Game Music Pack 1,tricksntraps,CC0,https://opengameart.org/content/free-rhythm-game-music-pack-1,23465372
bulk/free-rhythm-game-music-pack-1/5_flying_temple.wav,Free Rhythm Game Music Pack 1,tricksntraps,CC0,https://opengameart.org/content/free-rhythm-game-music-pack-1,24150204
bulk/menu-choice/Menu Choice.mp3,Menu Choice,Sudocolon,CC0,https://opengameart.org/content/menu-choice,20968
bulk/epic-news-theme-beyond-the-clouds-v2/Beyond The Clouds (Dungeon Plunder)_0.mp3,Epic News Theme (Beyond The Clouds v2),Matthew Pablo,CC-BY 3.0; CC-BY-SA 3.0,https://opengameart.org/content/epic-news-theme-beyond-the-clouds-v2,6979758
bulk/8bit-action-stage-select/select_plains_bpm100.mp3,8bit Action Stage Select,MintoDog,CC0,https://opengameart.org/content/8bit-action-stage-select,1538209
bulk/8bit-action-stage-select/select_plains_bpm100_0.ogg,8bit Action Stage Select,MintoDog,CC0,https://opengameart.org/content/8bit-action-stage-select,725043
bulk/8bit-action-stage-select/select_mountain_bpm120_0.ogg,8bit Action Stage Select,MintoDog,CC0,https://opengameart.org/content/8bit-action-stage-select,797189
bulk/8bit-action-stage-select/select_mountain_bpm120.mp3,8bit Action Stage Select,MintoDog,CC0,https://opengameart.org/content/8bit-action-stage-select,1282211
bulk/8bit-action-stage-select/select_forest_bpm85_0.ogg,8bit Action Stage Select,MintoDog,CC0,https://opengameart.org/content/8bit-action-stage-select,1281437
bulk/8bit-action-stage-select/select_forest_bpm85.mp3,8bit Action Stage Select,MintoDog,CC0,https://opengameart.org/content/8bit-action-stage-select,1809882
bulk/8bit-action-stage-select/select_underground_bpm80.mp3,8bit Action Stage Select,MintoDog,CC0,https://opengameart.org/content/8bit-action-stage-select,1922736
bulk/8bit-action-stage-select/select_underground_bpm80_0.ogg,8bit Action Stage Select,MintoDog,CC0,https://opengameart.org/content/8bit-action-stage-select,1403365
bulk/8bit-action-stage-select/select_beach_bpm100.mp3,8bit Action Stage Select,MintoDog,CC0,https://opengameart.org/content/8bit-action-stage-select,1538208
bulk/8bit-action-stage-select/select_beach_bpm100_0.ogg,8bit Action Stage Select,MintoDog,CC0,https://opengameart.org/content/8bit-action-stage-select,1141774
bulk/8bit-action-stage-select/select_amusement_park_bpm115_0.ogg,8bit Action Stage Select,MintoDog,CC0,https://opengameart.org/content/8bit-action-stage-select,918782
bulk/8bit-action-stage-select/select_snow_bpm85_0.ogg,8bit Action Stage Select,MintoDog,CC0,https://opengameart.org/content/8bit-action-stage-select,1049684
bulk/8bit-action-stage-select/select_snow_bpm85.mp3,8bit Action Stage Select,MintoDog,CC0,https://opengameart.org/content/8bit-action-stage-select,1358484
bulk/8bit-action-stage-select/select_amusement_park_bpm115.mp3,8bit Action Stage Select,MintoDog,CC0,https://opengameart.org/content/8bit-action-stage-select,1338642
bulk/8bit-action-stage-select/select_castle_bpm95.mp3,8bit Action Stage Select,MintoDog,CC0,https://opengameart.org/content/8bit-action-stage-select,1619711
bulk/8bit-action-stage-select/select_castle_bpm95_0.ogg,8bit Action Stage Select,MintoDog,CC0,https://opengameart.org/content/8bit-action-stage-select,1184553
bulk/cold-atmospheric-music/ColdAtmosphericMusic_0.mp3,Cold Atmospheric Music,linxiaoma,CC-BY 4.0,https://opengameart.org/content/cold-atmospheric-music,2942849
bulk/cold-atmospheric-music/ColdAtmosphericMusic.flac,Cold Atmospheric Music,linxiaoma,CC-BY 4.0,https://opengameart.org/content/cold-atmospheric-music,7244709
bulk/dreamstate-synthwave/Dreamstate_0.mp3,Dreamstate Synthwave,Bogart VGM,CC-BY 3.0,https://opengameart.org/content/dreamstate-synthwave,9105768
bulk/1thermidor226-c-algebra/cstaralgebra_0.mp3,1thermidor226 - c* algebra,autumncheney,CC-BY 3.0,https://opengameart.org/content/1thermidor226-c-algebra,13225596
bulk/boss-8/Boss 8_0.ogg,Boss 8,Spring Spring,CC0,https://opengameart.org/content/boss-8,2811074
bulk/fast-mystery-loop-040/Fast Mystery.ogg,Fast mystery loop [0:40],Dizzy Crow,CC0,https://opengameart.org/content/fast-mystery-loop-040,936018
bulk/fast-mystery-loop-040/Fast Mystery (no drum).ogg,Fast mystery loop [0:40],Dizzy Crow,CC0,https://opengameart.org/content/fast-mystery-loop-040,935902
bulk/space-dimensions-8bitretro-version/n-Dimensions (Main Theme - Retro Ver_0.mp3,Space Dimensions (8bit/Retro Version),Matthew Pablo,CC-BY 3.0,https://opengameart.org/content/space-dimensions-8bitretro-version,4234388
bulk/post-punk-style-more-music-inside/Complexity_0.mp3,Post Punk Style (More music inside),Alexandr Zhelanov,CC-BY 3.0,https://opengameart.org/content/post-punk-style-more-music-inside,1982241
bulk/post-punk-style-more-music-inside/Lines_0.mp3,Post Punk Style (More music inside),Alexandr Zhelanov,CC-BY 3.0,https://opengameart.org/content/post-punk-style-more-music-inside,3284709
bulk/post-punk-style-more-music-inside/Late_0.mp3,Post Punk Style (More music inside),Alexandr Zhelanov,CC-BY 3.0,https://opengameart.org/content/post-punk-style-more-music-inside,2556234
bulk/post-punk-style-more-music-inside/Night Murder_0.mp3,Post Punk Style (More music inside),Alexandr Zhelanov,CC-BY 3.0,https://opengameart.org/content/post-punk-style-more-music-inside,2727254
"bulk/post-punk-style-more-music-inside/Ok,next!_0.mp3",Post Punk Style (More music inside),Alexandr Zhelanov,CC-BY 3.0,https://opengameart.org/content/post-punk-style-more-music-inside,1208883
bulk/post-punk-style-more-music-inside/Bladehand_0.mp3,Post Punk Style (More music inside),Alexandr Zhelanov,CC-BY 3.0,https://opengameart.org/content/post-punk-style-more-music-inside,3220074
bulk/post-punk-style-more-music-inside/Rate_0.mp3,Post Punk Style (More music inside),Alexandr Zhelanov,CC-BY 3.0,https://opengameart.org/content/post-punk-style-more-music-inside,1718874
bulk/new-eternal-dance/New Eternal Dance.wav,New Eternal Dance,Snabisch,CC-BY 3.0,https://opengameart.org/content/new-eternal-dance,10421216
bulk/post-punk-style-more-music-inside/When time has come_0.mp3,Post Punk Style (More music inside),Alexandr Zhelanov,CC-BY 3.0,https://opengameart.org/content/post-punk-style-more-music-inside,1765926
bulk/post-punk-style-more-music-inside/Savior_0.mp3,Post Punk Style (More music inside),Alexandr Zhelanov,CC-BY 3.0,https://opengameart.org/content/post-punk-style-more-music-inside,3020748
bulk/elcia-moon-forbidden-zone-area-1/elciaforbiddenzonearea1_0.ogg,Elcia Moon Forbidden Zone Area 1,Tozan,CC0,https://opengameart.org/content/elcia-moon-forbidden-zone-area-1,1994755
bulk/short-plingy-loop/plimplom.wav,Short Plingy Loop,Fupi,CC0,https://opengameart.org/content/short-plingy-loop,71212
bulk/short-plingy-loop/plimplom_0.ogg,Short Plingy Loop,Fupi,CC0,https://opengameart.org/content/short-plingy-loop,160040
bulk/step-step-step-happy-piano-bgm/step step step_0.ogg,"""step step step"" (happy piano bgm)",syncopika,CC-BY 3.0,https://opengameart.org/content/step-step-step-happy-piano-bgm,1336678
bulk/electronic-indian-tabla-tune/foe test mix.mp3,Electronic Indian tabla tune,obscure music,CC0,https://opengameart.org/content/electronic-indian-tabla-tune,5087412
bulk/forest-jazz-remix/jazzz2_0.ogg,Forest (Jazz Remix),Spring Spring,CC0,https://opengameart.org/content/forest-jazz-remix,1920101
bulk/driving-in-the-rain/Driving In The Rain_0.mp3,Driving In The Rain,onemansymphony,CC-BY 4.0,https://opengameart.org/content/driving-in-the-rain,6285190
bulk/futuristic/Neo.wav,Futuristic,Boogey999,CC0,https://opengameart.org/content/futuristic,11723744
bulk/sad-theme/The 21 Day Composition Challenge! Day-9_6.mp3,Sad Theme,Polilla,CC0,https://opengameart.org/content/sad-theme,1729096
bulk/production-theme-intro-epic-orchestra/Production_Intro_Theme.wav,Production Theme Intro [Epic Orchestra],nene,CC0,https://opengameart.org/content/production-theme-intro-epic-orchestra,2116310
bulk/adventure/adventure_0.mp3,adventure,syncopika,CC-BY 3.0,https://opengameart.org/content/adventure,6325473
bulk/sci-fi-electronic-soundtrack/space_2.mp3,Sci-Fi Electronic Soundtrack,Type 42,CC-BY 4.0,https://opengameart.org/content/sci-fi-electronic-soundtrack,6402090
bulk/thoughtful-piano-theme/Thoughtful Piano Theme_0.ogg,Thoughtful Piano Theme,Trinnox,CC-BY 3.0,https://opengameart.org/content/thoughtful-piano-theme,1095952
bulk/epic-man-of-death-voice/Win_0.ogg,Epic Man of Death!! Voice,WakianTech,CC-BY 3.0,https://opengameart.org/content/epic-man-of-death-voice,33374
bulk/sci-fi-electronic-soundtrack/scifi.mp3,Sci-Fi Electronic Soundtrack,Type 42,CC-BY 4.0,https://opengameart.org/content/sci-fi-electronic-soundtrack,9221224
